,datetime,datetimeEpoch,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,pressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,sunrise,sunriseEpoch,sunset,sunsetEpoch,moonphase,conditions,description,icon,source,ID
0,2018-05-30,1527663600,67.9,57.6,61.8,67.9,57.6,61.8,56.3,82.8,0.02,100.0,8.33,['rain'],0.0,0.0,,9.1,165.7,1010.4,98.6,8.3,67.9,6.0,3.0,05:43:30,1527684210,19:59:24,1527735564,0.51,"Rain, Overcast",Cloudy skies throughout the day with morning rain.,rain,obs,3721
1,2017-08-02,1501657200,94.5,56.9,73.6,90.9,56.9,72.8,53.5,56.3,0.0,0.0,0.0,,0.0,0.0,20.9,14.3,284.3,1010.4,7.9,9.8,290.5,25.2,9.0,06:13:29,1501679609,20:17:00,1501730220,0.38,Clear,Clear conditions throughout the day.,clear-day,obs,2833
2,2015-08-12,1439355600,100.2,73.1,87.0,97.8,73.1,85.6,53.6,33.8,0.0,0.0,0.0,,0.0,0.0,32.2,15.9,118.1,1016.7,15.8,9.8,312.5,27.1,10.0,07:12:08,1439381528,20:36:32,1439429792,0.98,Clear,Clear conditions throughout the day.,clear-day,obs,729
3,2021-01-14,1610604000,61.2,40.0,49.6,61.2,33.4,46.9,35.0,60.76,0.0,,0.0,,0.0,0.0,23.0,11.1,260.9,1013.7,0.0,9.9,560.3,24.2,10.0,07:20:38,1610630438,17:38:18,1610667498,0.01,Clear,Clear conditions throughout the day.,clear-day,obs,6523
4,2021-01-09,1610168400,50.7,32.0,40.2,50.7,28.8,36.7,31.4,73.3,0.04,100.0,4.17,"['rain', 'snow']",0.0,0.0,,10.3,318.5,1016.5,17.1,8.7,116.8,10.1,5.0,07:24:29,1610195069,17:23:37,1610231017,0.92,"Snow, Rain",Clear conditions throughout the day with morning rain or snow.,rain,obs,6489
5,2018-02-01,1517464800,35.0,11.0,22.2,31.1,-1.4,11.7,7.7,54.0,0.0,0.0,0.0,,0.0,0.0,29.6,16.1,309.8,1022.6,7.4,9.9,57.4,5.0,4.0,07:08:19,1517490499,17:16:18,1517526978,0.51,Clear,Clear conditions throughout the day.,clear-day,obs,3371
6,2015-07-27,1437976800,94.3,58.9,76.4,90.4,58.9,75.2,50.3,48.9,0.0,0.0,0.0,,0.0,0.0,24.2,16.8,164.1,1007.9,3.9,9.9,337.7,29.0,9.0,05:54:42,1437998082,20:19:57,1438049997,0.41,Clear,Clear conditions throughout the day.,clear-day,obs,683
7,2015-04-18,1429333200,76.5,67.5,73.1,76.5,67.5,73.1,70.6,91.9,0.0,0.0,0.0,,0.0,0.0,11.4,4.5,204.1,1014.1,52.7,7.3,121.0,10.6,4.0,06:12:44,1429355564,19:12:03,1429402323,1.0,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,379
8,2020-09-15,1600146000,91.5,75.2,82.6,95.4,75.2,84.9,67.7,61.7,0.0,0.0,0.0,,0.0,0.0,19.3,10.9,36.3,1015.7,40.3,9.9,220.1,18.8,7.0,07:19:16,1600172356,19:38:50,1600216730,0.98,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,6173
9,2017-10-02,1506916800,78.7,55.4,65.7,78.7,55.4,65.7,54.9,71.0,0.0,0.0,0.0,,0.0,0.0,18.3,11.3,43.2,1027.2,27.9,9.9,236.4,20.5,8.0,07:11:41,1506942701,18:58:22,1506985102,0.44,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,2999
10,2016-12-15,1481788800,65.3,53.4,58.4,65.3,53.4,58.4,54.1,86.3,0.25,100.0,25.0,['rain'],0.0,0.0,17.2,7.3,78.1,1015.5,48.1,4.0,45.2,3.9,2.0,06:50:22,1481813422,16:44:25,1481849065,0.52,"Rain, Partially cloudy",Becoming cloudy in the afternoon with late afternoon rain.,rain,obs,2130
11,2017-05-07,1494140400,64.8,55.4,60.2,64.8,55.4,60.2,33.0,36.6,0.01,100.0,4.17,['rain'],0.0,0.0,19.7,18.6,193.3,1007.7,45.8,9.9,359.7,30.8,10.0,05:40:45,1494160845,19:33:16,1494210796,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,obs,2560
12,2016-11-27,1480226400,55.7,40.1,49.7,55.7,35.0,46.8,45.8,86.5,0.12,100.0,8.33,['rain'],0.0,0.0,36.4,23.9,177.3,1007.4,83.2,8.6,19.6,1.7,1.0,07:15:31,1480252531,16:58:37,1480287517,0.99,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,obs,2075
13,2019-08-02,1564718400,84.2,68.3,74.8,87.6,68.3,75.5,68.1,81.4,0.02,100.0,4.17,['rain'],0.0,0.0,27.6,5.9,86.4,1018.1,47.4,8.4,197.1,17.1,9.0,06:32:21,1564741941,20:25:53,1564791953,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,obs,4908
14,2020-12-28,1609142400,42.0,34.0,37.9,38.3,30.0,33.9,33.6,84.47,0.96,,75.0,,7.09,11.52,37.8,10.3,200.5,1012.4,90.9,5.6,71.9,6.0,4.0,06:55:05,1609167305,16:47:27,1609202847,0.49,"Snow, Overcast",Cloudy skies throughout the day with a chance of snow throughout the day.,snow,obs,6466
15,2018-05-03,1525330800,82.6,52.8,68.0,80.8,52.8,67.7,48.5,53.4,0.0,0.0,0.0,,0.0,0.0,17.5,11.5,225.4,1020.8,6.8,9.9,328.3,28.5,10.0,06:01:20,1525352480,19:47:17,1525402037,0.56,Clear,Clear conditions throughout the day.,clear-day,obs,3664
16,2017-09-25,1506312000,85.6,74.1,78.9,93.0,74.1,81.3,74.3,86.5,0.0,0.0,0.0,,0.0,0.0,,9.2,170.3,1011.4,34.2,9.9,148.7,12.9,5.0,07:20:11,1506338411,19:23:00,1506381780,0.13,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,obs,2976
17,2015-04-22,1429678800,78.6,61.0,69.5,78.6,61.0,69.5,62.1,77.9,0.01,100.0,4.17,['rain'],0.0,0.0,23.9,15.1,119.0,1011.4,56.0,9.7,243.7,21.2,8.0,06:51:41,1429703501,20:04:17,1429751057,0.09,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,obs,396
18,2020-08-07,1596772800,90.0,80.6,85.4,106.3,87.7,96.0,77.3,77.72,0.03,,4.17,,0.0,0.0,17.2,17.1,178.5,1017.9,26.6,9.7,476.5,25.7,10.0,06:56:59,1596797819,20:15:10,1596845710,0.57,"Rain, Partially cloudy",Becoming cloudy in the afternoon with early morning rain.,rain,obs,6036
19,2017-12-23,1514016000,67.2,41.6,52.3,67.2,40.2,52.1,23.7,35.5,0.0,0.0,0.0,,0.0,0.0,,5.8,156.5,1021.5,3.1,9.9,114.0,9.9,6.0,06:57:38,1514041058,16:49:46,1514076586,0.11,Clear,Clear conditions throughout the day.,clear-day,obs,3234
20,2016-01-27,1453870800,33.8,27.2,30.3,25.1,14.6,20.3,21.7,70.2,0.0,0.0,0.0,,0.0,0.0,29.7,19.2,233.7,1020.4,86.7,9.7,72.8,6.3,3.0,07:51:34,1453899094,17:39:54,1453934394,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,1209
21,2020-02-16,1581840000,65.9,48.0,57.0,65.9,48.0,56.9,47.6,73.3,0.0,0.0,0.0,,0.0,0.0,,10.0,128.6,1018.8,33.3,7.7,163.9,14.3,6.0,06:36:28,1581863788,17:37:37,1581903457,0.78,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,obs,5533
22,2015-09-09,1441785600,62.7,45.1,52.0,62.7,44.3,51.8,43.1,73.9,0.0,0.0,0.0,,0.0,0.0,,10.0,111.8,1000.0,61.3,9.8,72.2,6.2,2.0,06:54:06,1441810446,20:38:56,1441859936,0.94,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,816
23,2016-08-29,1472443200,89.2,69.1,78.6,90.3,69.1,79.1,66.3,69.0,0.0,0.0,0.0,,0.0,0.0,,8.9,43.8,1019.8,68.9,9.8,231.2,19.9,8.0,06:44:21,1472467461,19:45:16,1472514316,0.96,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,1823
24,2016-10-24,1477285200,67.3,48.6,57.4,67.3,47.8,57.3,45.9,66.5,0.0,0.0,0.0,,0.0,0.0,,9.0,131.6,1025.7,6.4,9.7,181.7,15.7,7.0,07:19:45,1477311585,18:09:42,1477350582,0.84,Clear,Clear conditions throughout the day.,clear-day,obs,1989
25,2019-10-30,1572418800,55.1,34.7,45.3,55.1,28.5,40.8,-6.9,11.26,0.0,,0.0,,0.0,0.0,34.3,26.1,85.0,1025.1,0.2,10.5,330.8,15.5,6.0,07:10:50,1572444650,18:00:35,1572483635,0.04,Clear,Clear conditions throughout the day.,clear-day,obs,5163
26,2018-12-26,1545800400,76.3,54.9,64.6,76.3,54.9,64.6,55.8,75.25,0.0,,0.0,,0.0,0.0,21.5,15.7,55.4,1024.5,15.4,9.9,221.4,12.0,6.0,07:17:25,1545826645,17:39:32,1545863972,0.6,Clear,Clear conditions throughout the day.,clear-day,obs,4322
27,2015-02-02,1422864000,66.5,34.3,47.8,66.5,34.3,47.8,28.1,51.8,0.0,0.0,0.0,,0.0,0.0,16.1,8.1,185.8,1018.6,14.6,9.8,180.5,15.5,7.0,06:45:51,1422888351,17:19:25,1422926365,0.49,Clear,Clear conditions throughout the day.,clear-day,obs,115
28,2015-12-24,1450936800,75.9,57.4,66.6,75.9,57.4,66.6,64.9,94.4,0.0,0.0,0.0,,0.0,0.0,,6.1,105.2,1012.6,71.0,3.9,133.9,11.6,6.0,07:05:12,1450962312,17:07:42,1450998462,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,1120
29,2020-05-26,1590465600,91.1,65.0,78.8,94.3,65.0,80.0,64.9,64.8,0.0,0.0,0.0,,0.0,0.0,,7.8,101.8,1018.7,23.1,9.9,296.4,25.6,9.0,05:30:48,1590485448,20:32:11,1590539531,0.07,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,5860
30,2019-06-08,1559977200,86.1,56.5,71.7,83.0,56.5,71.0,39.2,32.1,0.0,0.0,0.0,,0.0,0.0,25.3,14.4,298.3,1013.8,34.0,9.9,307.2,26.6,10.0,05:40:14,1559997614,20:16:34,1560050194,0.15,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,4772
31,2015-06-11,1433995200,91.4,70.5,81.0,94.2,70.5,82.3,63.5,56.2,0.0,0.0,0.0,,0.0,0.0,25.3,13.2,233.8,1011.2,22.0,8.9,229.4,19.7,6.0,05:24:00,1434014640,20:27:48,1434068868,0.86,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,545
32,2016-05-26,1464238800,91.4,77.3,82.7,104.6,77.3,88.6,75.7,80.3,0.0,0.0,0.0,,0.0,0.0,29.4,17.8,152.8,1009.9,60.3,9.6,242.5,21.2,9.0,06:36:52,1464262612,20:26:51,1464312411,0.6,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,1570
33,2018-12-11,1544504400,56.7,33.6,42.9,56.7,32.0,41.0,34.2,76.1,0.0,0.0,0.0,,0.0,0.0,16.1,11.6,287.6,1024.9,19.1,9.1,142.2,12.1,6.0,07:27:22,1544531242,17:29:19,1544567359,0.08,Clear,Clear conditions throughout the day.,clear-day,obs,4288
34,2015-12-06,1449385200,46.1,16.2,32.6,38.9,4.7,22.7,-0.1,29.3,0.0,0.0,0.0,,0.0,0.0,37.8,25.1,225.5,1027.8,0.0,9.9,108.0,9.3,4.0,07:14:17,1449411257,16:33:35,1449444815,0.9,Clear,Clear conditions throughout the day.,clear-day,obs,1065
35,2017-10-22,1508655600,74.9,35.8,53.2,74.9,35.8,52.9,33.4,55.6,0.0,0.0,0.0,,0.0,0.0,,7.8,113.8,1027.9,13.9,9.8,194.4,16.7,7.0,07:16:47,1508681807,18:09:32,1508720972,0.04,Clear,Clear conditions throughout the day.,clear-day,obs,3058
36,2018-04-26,1524715200,60.4,36.6,48.3,60.4,33.1,46.8,35.5,65.1,0.0,0.0,0.0,,0.0,0.0,17.2,9.5,219.6,1013.0,27.0,9.9,296.1,25.6,9.0,06:33:39,1524738819,20:26:53,1524788813,0.43,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,4267
37,2016-04-01,1459486800,66.6,40.4,48.1,66.6,32.7,43.3,37.5,70.6,0.52,100.0,41.67,['rain'],0.0,0.0,28.9,19.3,65.8,1017.2,94.3,8.8,209.5,17.9,7.0,07:36:57,1459514217,20:09:25,1459559365,0.8,"Rain, Overcast",Cloudy skies throughout the day with rain in the morning and afternoon.,rain,obs,1435
38,2018-02-15,1518678000,64.9,53.2,57.7,64.9,53.2,57.7,51.5,81.64,0.02,,12.5,,0.0,0.0,,5.2,186.4,1018.4,88.0,14.9,238.2,11.1,7.0,07:10:58,1518703858,18:12:02,1518743522,1.0,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,obs,3408
39,2020-06-12,1591938000,76.4,55.8,66.4,76.4,55.8,66.4,52.1,62.2,0.0,0.0,0.0,,0.0,0.0,19.7,10.6,231.3,1023.6,8.1,9.9,295.8,25.7,9.0,05:15:16,1591956916,20:23:33,1592011413,0.72,Clear,Clear conditions throughout the day.,clear-day,obs,5925
40,2019-04-18,1555563600,52.7,41.9,46.3,52.7,35.0,42.5,38.2,74.6,0.0,0.0,0.0,,0.0,0.0,27.6,15.2,315.3,1010.3,74.0,9.9,105.9,9.1,4.0,06:23:13,1555586593,20:02:32,1555635752,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,4637
41,2015-04-23,1429765200,67.0,57.3,61.7,67.0,57.3,61.7,55.1,79.4,0.15,100.0,29.17,['rain'],0.0,0.0,22.3,14.5,90.2,1014.4,88.9,9.4,143.3,12.6,5.0,06:40:10,1429789210,19:58:17,1429837097,0.13,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,obs,400
42,2016-10-16,1476594000,92.4,74.6,81.3,96.6,74.6,83.1,70.6,72.7,0.0,0.0,0.0,,0.0,0.0,26.4,13.6,183.8,1013.4,49.6,9.9,232.0,20.0,8.0,07:34:09,1476621249,18:58:32,1476662312,0.5,Partially cloudy,Clearing in the afternoon.,partly-cloudy-day,obs,1966
43,2017-06-08,1496901600,84.2,52.8,68.8,82.5,52.8,68.5,53.6,63.4,0.0,0.0,0.0,,0.0,0.0,18.3,12.1,119.5,1011.8,1.4,9.2,344.0,29.6,9.0,05:30:20,1496921420,20:29:11,1496975351,0.49,Clear,Clear conditions throughout the day.,clear-day,obs,2649
44,2019-10-17,1571288400,64.5,45.7,54.5,64.5,44.2,54.2,48.0,80.5,0.0,0.0,0.0,,0.0,0.0,,8.8,85.8,1017.4,1.7,9.5,80.1,6.8,4.0,07:08:41,1571314121,18:30:04,1571355004,0.56,Clear,Clear conditions throughout the day.,clear-day,obs,5476
45,2015-10-24,1445673600,44.2,35.7,41.2,41.6,34.6,38.1,36.9,85.2,0.13,100.0,37.5,['rain'],0.0,0.0,,12.5,134.2,1004.3,93.0,9.6,26.3,2.2,1.0,09:07:54,1445706474,18:29:36,1445740176,0.44,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,obs,953
46,2017-01-15,1484460000,34.6,21.8,28.4,34.6,16.0,26.1,19.1,68.8,0.0,0.0,0.0,,0.0,0.0,,7.0,163.2,1030.2,63.9,9.3,70.1,6.1,3.0,07:15:55,1484486155,16:45:11,1484520311,0.56,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,2219
47,2017-04-27,1493272800,46.4,26.6,37.7,42.0,23.2,33.4,30.7,77.1,0.0,0.0,0.0,,0.0,0.2,20.8,13.1,115.6,1006.5,58.9,9.8,220.6,18.9,8.0,05:49:43,1493293783,19:52:08,1493344328,0.01,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,2537
48,2019-12-31,1577779200,52.6,45.6,48.2,52.6,39.5,43.4,43.7,84.51,0.37,,66.67,,0.0,0.0,35.0,21.9,194.3,1013.4,92.0,8.6,25.1,0.8,0.0,07:56:25,1577807785,16:28:18,1577838498,0.13,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,obs,5358
49,2016-12-23,1482469200,79.7,59.5,68.4,79.7,59.5,68.4,53.8,60.9,0.0,0.0,0.0,,0.0,0.0,,8.5,66.4,1023.9,16.5,9.9,165.7,14.4,6.0,07:19:41,1482495581,17:41:20,1482532880,0.87,Clear,Clear conditions throughout the day.,clear-day,obs,2167
50,2020-08-24,1598241600,84.9,72.0,76.8,90.4,72.0,78.3,70.9,82.8,0.05,100.0,8.33,['rain'],0.0,0.0,,6.2,127.0,1020.4,39.6,8.0,119.9,10.3,6.0,06:51:37,1598266297,20:01:52,1598313712,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,obs,6124
51,2018-10-21,1540094400,71.6,55.5,63.6,71.6,55.5,63.6,49.6,63.54,0.0,,0.0,,0.0,0.0,21.9,12.7,141.8,1019.6,14.6,9.9,389.8,18.2,7.0,07:44:48,1540122288,19:00:39,1540162839,0.45,Clear,Clear conditions throughout the day.,clear-day,obs,4119
52,2018-01-20,1516428000,43.1,26.1,34.2,41.5,20.5,30.6,30.4,86.5,0.0,0.0,0.0,,0.0,0.9,,8.0,224.6,1012.7,0.0,9.7,54.5,4.8,2.0,07:45:09,1516455909,17:12:59,1516489979,0.05,Clear,Clear conditions throughout the day.,clear-day,obs,3326
53,2019-02-26,1551157200,25.0,21.2,23.2,24.8,10.8,15.2,14.0,67.7,0.0,0.0,0.0,,0.0,0.0,19.7,10.7,218.7,1032.5,92.1,9.2,69.1,6.0,3.0,07:01:30,1551182490,18:09:44,1551222584,0.76,Overcast,Cloudy skies throughout the day.,cloudy,obs,4549
54,2018-06-14,1528952400,96.1,74.0,85.6,104.1,74.0,88.6,65.7,52.5,0.0,0.0,0.0,,0.0,0.0,29.9,17.2,149.4,1011.9,11.8,9.9,340.0,29.3,10.0,05:51:51,1528973511,20:45:37,1529027137,0.0,Clear,Clear conditions throughout the day.,clear-day,obs,3776
55,2017-08-14,1502690400,83.1,55.4,68.0,81.9,55.4,67.8,51.0,58.9,0.01,100.0,4.17,['rain'],0.0,0.0,32.2,14.8,163.4,1008.8,41.8,8.7,302.4,26.3,9.0,06:12:06,1502712726,19:54:35,1502762075,0.72,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,obs,2864
56,2017-12-26,1514275200,18.5,11.5,15.8,18.4,5.4,12.2,12.1,84.9,0.0,0.0,0.0,,0.2,2.5,,5.5,112.0,1030.7,88.1,9.4,60.3,5.3,3.0,07:37:32,1514302652,16:03:36,1514333016,0.26,Partially cloudy,Partly cloudy throughout the day.,snow,obs,3263
57,2015-08-30,1440918000,97.1,79.0,86.9,95.4,79.0,86.3,58.0,38.5,0.0,0.0,0.0,,0.0,0.0,25.3,18.2,174.2,1009.8,0.9,9.9,224.6,19.3,7.0,05:57:37,1440939457,18:50:48,1440985848,0.51,Clear,Clear conditions throughout the day.,clear-day,obs,791
58,2020-08-10,1597032000,87.9,70.7,77.8,96.0,70.7,80.2,71.8,83.0,0.0,0.0,0.0,,0.0,0.0,32.2,5.9,143.3,1018.2,27.5,9.6,278.7,24.0,8.0,06:34:13,1597055653,20:12:30,1597104750,0.7,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,6061
59,2018-04-21,1524286800,74.5,48.4,63.0,74.5,46.3,62.9,40.0,43.7,0.0,0.0,0.0,,0.0,0.0,19.2,11.8,106.0,1021.4,57.5,9.9,239.0,20.7,9.0,06:19:38,1524309578,19:37:09,1524357429,0.17,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,3633
60,2017-09-03,1504411200,77.6,59.7,65.8,77.6,59.7,65.8,55.3,71.5,0.01,100.0,4.17,['rain'],0.0,0.0,23.0,15.8,253.6,1014.4,64.9,8.9,263.2,22.7,8.0,06:54:27,1504436067,19:54:52,1504482892,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,obs,2921
61,2020-12-16,1608094800,37.3,33.7,35.9,37.3,25.5,31.1,33.7,91.6,0.25,100.0,16.67,"['rain', 'snow']",0.0,0.0,19.7,12.3,167.0,1016.2,100.0,4.9,23.4,2.1,2.0,07:25:30,1608121530,17:12:04,1608156724,0.02,"Snow, Rain, Overcast",Cloudy skies throughout the day with rain or snow clearing later.,rain,obs,6431
62,2017-01-03,1483423200,62.9,38.0,51.1,62.9,30.2,49.1,44.3,78.5,0.0,0.0,0.0,,0.0,0.0,23.0,12.8,258.9,1014.4,95.0,9.1,147.9,12.9,6.0,07:22:37,1483449757,17:26:56,1483486016,0.13,Overcast,Cloudy skies throughout the day.,cloudy,obs,2188
63,2016-11-05,1478329200,56.8,52.8,54.6,56.8,52.8,54.6,52.3,92.0,1.82,100.0,58.33,['rain'],0.0,0.0,32.8,14.4,208.3,1009.8,88.6,22.9,20.7,1.8,1.0,08:09:36,1478358576,17:51:44,1478393504,0.14,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,obs,2022
64,2016-04-23,1461387600,79.2,44.4,62.1,79.2,44.4,62.1,49.3,68.3,0.0,0.0,0.0,,0.0,0.0,20.0,13.1,141.8,1017.1,0.0,9.3,320.7,27.6,10.0,06:32:28,1461411148,19:57:42,1461459462,0.51,Clear,Clear conditions throughout the day.,clear-day,obs,1527
65,2020-05-25,1590379200,82.7,60.5,69.8,84.0,60.5,70.0,62.5,79.0,0.45,100.0,8.33,['rain'],0.0,0.0,11.4,6.5,87.1,1017.7,46.0,9.3,196.9,17.0,8.0,06:16:49,1590401809,20:37:44,1590453464,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,obs,5837
66,2019-05-19,1558249200,79.8,67.9,74.7,79.8,67.9,74.7,35.3,24.5,0.0,0.0,0.0,,0.0,0.0,31.1,19.5,227.8,1005.7,63.8,9.9,170.7,14.8,5.0,05:25:20,1558268720,19:24:25,1558319065,0.5,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,4725
67,2015-06-03,1433314800,87.1,60.0,73.8,83.8,60.0,72.9,44.2,38.7,0.0,0.0,0.0,,0.0,0.0,18.3,11.6,311.4,1010.2,3.7,9.9,365.5,31.7,10.0,05:41:35,1433335295,20:08:48,1433387328,0.51,Clear,Clear conditions throughout the day.,clear-day,obs,512
68,2016-01-16,1452931200,65.7,50.3,57.5,65.7,50.3,57.5,50.2,77.7,0.0,0.0,0.0,,0.0,0.0,,10.6,174.7,1021.0,44.5,8.6,117.4,10.1,5.0,06:50:20,1452955820,17:04:59,1452992699,0.22,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,1177
69,2019-01-13,1547366400,61.2,43.3,52.9,61.2,43.3,52.9,42.0,67.7,0.0,0.0,0.0,,0.0,0.0,,7.5,96.5,1017.2,18.2,9.9,86.7,7.5,4.0,07:00:44,1547391644,17:06:14,1547427974,0.21,Clear,Clear conditions throughout the day.,clear-day,obs,4375
70,2020-11-13,1605250800,53.1,29.9,41.5,53.1,16.5,34.6,9.2,27.5,0.0,0.0,0.0,,0.8,0.3,65.5,40.3,221.8,1003.3,0.0,9.9,109.0,9.3,5.0,06:55:51,1605275751,16:36:19,1605310579,0.98,Clear,Clear conditions throughout the day.,snow,obs,6348
71,2015-02-11,1423634400,65.2,29.5,44.7,65.2,29.5,44.6,29.0,60.0,0.0,0.0,0.0,,0.0,0.0,,7.0,240.8,,0.1,9.0,197.9,17.1,7.0,06:30:09,1423657809,17:24:33,1423697073,0.72,Clear,Clear conditions throughout the day.,clear-day,obs,142
72,2019-10-26,1572062400,49.8,25.8,37.0,45.4,22.7,34.1,28.5,74.01,0.03,,8.33,,0.0,0.0,21.9,11.7,122.7,1019.2,1.9,9.7,219.3,9.5,4.0,08:10:07,1572091807,18:36:31,1572129391,0.98,Rain,Clear conditions throughout the day with late afternoon rain.,rain,obs,5134
73,2016-09-09,1473397200,89.2,72.7,80.0,99.4,72.7,83.5,73.7,82.0,0.0,0.0,0.0,,0.0,0.0,18.3,13.7,187.3,1014.3,26.1,8.5,240.8,21.1,8.0,06:39:22,1473421162,19:15:32,1473466532,0.25,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,1874
74,2018-06-08,1528430400,79.6,52.3,65.9,79.6,52.3,65.9,57.1,76.3,0.0,0.0,0.0,,0.0,0.0,,7.3,234.0,1020.6,19.6,9.9,162.7,13.8,8.0,05:28:00,1528450080,20:30:44,1528504244,0.84,Clear,Clear conditions throughout the day.,clear-day,obs,3849
75,2020-02-04,1580803200,54.9,37.1,45.1,54.9,30.3,41.3,18.2,35.4,0.0,0.0,0.0,,0.0,0.0,36.4,16.6,317.3,1026.2,0.0,9.9,143.0,12.3,5.0,07:17:09,1580829429,17:31:43,1580866303,0.37,Clear,Clear conditions throughout the day.,clear-day,obs,5564
76,2019-09-30,1569826800,78.5,52.4,63.9,78.5,52.4,63.9,28.1,29.7,0.0,0.0,0.0,,0.0,0.0,24.2,12.8,262.1,1008.7,0.0,9.9,259.3,22.5,9.0,06:39:21,1569850761,18:31:35,1569893495,0.02,Clear,Clear conditions throughout the day.,clear-day,obs,5071
77,2015-10-10,1444460400,93.8,64.8,79.3,89.5,64.8,77.6,42.4,29.2,0.0,0.0,0.0,,0.0,0.0,,10.4,133.3,1014.3,8.3,9.9,220.6,19.0,8.0,06:51:39,1444485099,18:22:38,1444526558,0.98,Clear,Clear conditions throughout the day.,clear-day,obs,904
78,2016-09-30,1475208000,64.1,60.6,61.8,64.1,60.6,61.8,61.3,98.0,1.04,100.0,37.5,['rain'],0.0,0.0,26.6,14.8,107.3,1016.6,99.1,8.6,94.2,8.1,4.0,07:27:07,1475234827,19:14:36,1475277276,1.0,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,obs,1931
79,2020-07-05,1593932400,109.2,84.0,97.4,103.5,81.9,93.8,46.2,19.12,0.0,,0.0,,0.0,0.0,22.0,13.7,224.1,1006.8,0.5,9.9,443.6,27.2,9.0,05:23:00,1593951780,19:40:05,1594003205,0.5,Clear,Clear conditions throughout the day.,clear-day,obs,5972
80,2016-01-02,1451714400,29.0,11.1,19.9,21.2,3.6,11.2,13.4,76.4,0.04,100.0,8.33,"['rain', 'snow']",0.0,9.0,,12.7,286.3,1022.7,0.0,9.9,97.1,8.5,4.0,08:00:09,1451743209,17:01:30,1451775690,0.77,"Snow, Rain",Clear conditions throughout the day with rain or snow.,snow,obs,1198
81,2015-05-19,1432008000,88.7,71.4,79.6,90.0,71.4,80.2,65.2,64.4,0.72,100.0,8.33,['rain'],0.0,0.0,31.1,11.8,230.8,1013.6,75.7,9.5,281.1,24.1,8.0,05:52:53,1432029173,20:17:25,1432081045,0.01,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,obs,457
82,2016-04-13,1460523600,73.0,30.4,53.8,73.0,30.4,53.3,41.9,67.4,0.0,0.0,0.0,,0.0,0.0,,8.0,111.1,1021.4,7.8,9.9,208.9,17.9,8.0,06:10:45,1460545845,19:14:28,1460592868,0.22,Clear,Clear conditions throughout the day.,clear-day,obs,1462
83,2015-11-24,1448352000,74.3,45.6,59.4,74.3,43.3,59.0,20.1,23.6,0.0,0.0,0.0,,0.0,0.0,31.1,19.9,207.9,1007.5,27.8,9.9,157.0,13.4,6.0,06:26:11,1448375171,16:27:59,1448411279,0.49,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,obs,1032
