longitude,latitude
-89.143,37.831
-118.46,34.42
-79.855,38.914
-83.277,42.484
-118.358,34.104
-98.601,29.415
-122.826,45.446
-116.963,32.795
-81.268,39.191
-80.677,26.683
-90.244,38.593
-111.813,40.675
-111.685,33.415
-118.46,34.23
-86.036,33.95
-110.926,32.222
-81.3,28.469
-122.859,42.361
-112.098,33.582
-122.079,37.592
-96.69,32.698
-81.164,33.836
-83.183,31.025
-91.948,30.544
-86.571,34.87
-99.14,30.047
-95.582,35.287
-86.652,32.852
-119.804,39.477
-119.054,43.586
-93.169,34.659
-90.033,35.108
-105.992,35.654
-79.574,34.354
-84.231,35.816
-83.208,42.322
-97.096,32.572
-84.484,33.923
-122.454,47.234
-96.017,41.227
-122.625,45.409
-70.949,42.465
-97.006,32.835
-85.067,32.486
-87.666,41.761
-105.032,40.592
-85.269,34.985
-94.425,39.121
-81.419,26.418
-122.052,37.53
-118.914,35.296
-79.882,40.442
-97.391,32.873
-76.925,38.894
-106.583,35.094
-121.291,38.596
-95.953,35.532
-82.053,29.168
-100.626,43.188
-111.659,33.437
-98.493,29.529
-94.511,38.918
-81.179,41.729
-106.49,31.757
-155.066,19.696
-87.054,30.521
-80.904,36.031
-123.926,45.993
-118.294,34.063
-83.056,39.945
-91.934,34.95
-74.279,39.995
-75.402,39.836
-97.667,30.396
-90.087,29.939
-117.934,33.843
-155.066,19.696
-85.859,38.193
-76.309,39.469
-156.738,71.301
-93.156,45.006
-96.182,32.282
-81.193,35.561
-118.08,34.682
-82.864,40.064
-84.417,33.575
-71.078,42.308
-97.446,32.723
-76.144,43.069
-91.133,30.468
-94.465,32.26
-78.396,37.673
-93.7,41.649
-82.499,27.457
-118.163,34.022
-118.457,34.196
-117.741,33.872
-103.426,32.166
-73.267,41.182
-93.469,37.118
-94.249,34.58
-84.605,39.155
-117.854,33.748
-117.85,33.748
-97.578,32.944
-83.45,34.199
-111.964,40.267
-82.211,36.349
-117.952,33.808
-106.72,35.08
-122.559,47.12
-88.19,34.812
-122.306,47.691
-112.108,33.495
-118.362,33.962
-118.362,33.962
-149.778,61.585
-105.035,39.766
-119.008,35.372
-98.324,26.238
-84.011,39.837
-91.175,30.436
-121.143,37.776
-112.169,33.596
-95.316,29.713
-94.288,39.001
-105.475,39.446
-112.221,33.466
-118.1,33.887
-88.385,42.796
-104.696,40.373
-86.3,32.367
-97.425,38.136
-79.995,37.241
-103.156,44.067
-98.702,29.498
-86.254,33.837
-103.231,44.081
-78.633,35.766
-80.641,28.028
-97.091,32.831
-88.646,30.447
-76.333,39.492
-78.922,40.327
-111.777,33.33
-93.691,34.659
-84.108,37.19
-78.715,42.936
-94.143,30.059
-97.513,32.864
-100.743,46.809
-118.176,33.941
-77.623,43.238
-121.878,37.324
-95.682,39.055
-108.501,45.783
-104.277,32.422
-82.462,28.084
-88.885,30.396
-119.862,39.678
-118.203,33.878
-102.374,31.888
-104.835,37.945
-76.244,36.93
-96.62,37.815
-88.956,40.145
-122.028,37.54
-79.809,36.108
-95.337,29.794
-95.488,29.994
-118.247,34.146
-96.856,32.94
-84.256,35.797
-85.611,33.925
-75.368,39.845
-122.574,45.682
-76.875,38.918
-87.718,41.871
-86.891,36.852
-87.51,37.993
-97.388,32.73
-118.241,33.981
-98.484,29.363
-80.188,34.905
-93.318,44.776
-82.499,27.889
-95.424,29.99
-95.424,29.99
-121.66,37.882
-112.155,43.503
-76.191,36.927
-90.06,30.426
-87.793,41.992
-87.408,37.145
-77.289,37.291
-77.968,40.071
-85.133,41.05
-82.405,29.641
-73.528,41.114
-79.547,40.279
-73.216,44.477
-80.422,25.597
-77.481,38.281
-104.984,39.789
-119.791,36.77
-89.95,35.228
-71.033,42.272
-71.369,41.891
-117.174,34.06
-104.564,38.275
-106.617,35.086
-94.272,39.037
-71.317,42.632
-82.099,37.278
-78.882,33.711
-82.426,28.054
-94.385,38.989
-110.697,35.024
-104.554,33.385
-77.634,35.331
-95.161,30.233
-82.414,34.783
-93.71,46.533
-122.655,38.976
-118.139,34.015
-112.225,33.523
-83.963,33.282
-76.61,39.309
-76.61,39.309
-77.411,37.534
-115.296,36.328
-97.669,29.873
-102.328,31.865
-86.235,39.824
-85.685,32.373
-97.751,30.27
-91.546,44.824
-90.62,29.736
-93.244,44.962
-72.627,42.133
-86.117,39.797
-82.67,38.877
-86.436,36.37
-118.453,34.308
-122.416,37.762
-95.96,41.212
-121.44,38.482
-91.441,44.876
-85.607,42.897
-74.468,40.487
-75.143,40.04
-120.962,37.649
-73.936,42.776
-118.226,34.049
-115.154,36.148
-87.711,41.867
-104.99,39.737
-88.935,37.957
-85.808,30.874
-121.295,38.024
-98.639,30.718
-85.493,36.035
-97.574,38.377
-117.333,33.669
-98.603,34.604
-85.339,40.193
-88.144,42.473
-84.243,39.742
-106.554,31.872
-75.022,39.481
-73.805,40.679
-73.683,42.74
-76.901,39.004
-84.564,33.798
-80.936,35.246
-90.219,38.654
-86.849,34.172
-80.484,25.493
-92.795,35.017
-71.042,42.403
-97.837,30.221
-74.183,42.589
-80.344,27.457
-111.841,33.254
-89.152,45.14
-76.278,36.86
-94.153,36.098
-82.418,35.285
-105.082,39.724
-76.233,36.817
-106.527,35.146
-97.823,29.649
-84.268,33.854
-105.044,39.829
-111.872,40.678
-80.206,25.776
-116.316,43.553
-95.186,29.843
-117.412,47.656
-90.185,32.299
-89.62,44.979
-111.655,40.115
-111.387,33.031
-118.472,34.228
-81.402,28.536
-89.128,35.851
-82.336,34.902
-119.264,36.343
-75.25,39.988
-122.361,47.494
-117.09,33.478
-78.876,42.928
-90.05,29.914
-88.006,43.134
-81.442,28.551
-80.537,40.41
-122.065,48.048
-82.663,27.75
-68.014,46.686
-118.191,33.795
-93.096,44.964
-88.844,30.458
-87.726,41.804
-81.516,27.665
-94.64,31.622
-106.418,31.929
-71.051,41.863
-104.725,39.719
-117.056,32.705
-104.691,40.385
-96.666,34.861
-118.202,34.026
-81.653,30.331
-112.139,33.466
-81.134,28.9
-84.191,33.591
-88.4,37.547
-84.449,33.58
-121.48,41.961
-73.987,40.762
-91.181,38.199
-111.978,33.378
-115.124,36.199
-122.431,37.732
-121.276,38.674
-83.101,37.335
-80.23,25.844
-96.173,41.292
,
-122.615,45.351
,
-80.125,25.981
,
-81.853,30.234
-105.282,40.027
-111.655,35.198
-122.469,45.507
-94.362,38.646
-106.51,35.069
-97.53,35.466
-80.241,25.934
-93.012,44.963
-87.559,41.586
-98.65,29.418
-90.097,38.632
,
-84.941,30.708
-106.892,34.058
-86.16,39.727
-86.019,33.607
-106.601,35.128
-95.573,29.774
-81.3,28.978
-78.323,34.998
-79.907,36.467
-122.776,45.389
-110.901,32.24
-121.342,43.968
-112.221,33.466
,
-84.201,37.604
-76.282,36.848
-80.757,35.291
-149.439,61.581
-112.139,33.863
-122.634,41.735
,
-85.401,40.173
-81.991,26.556
-82.977,40.009
-155.066,19.685
-95.384,35.947
-120.874,37.493
-78.657,37.432
-84.19,33.593
-94.548,39.062
-86.788,33.515
-76.708,39.972
-93.986,29.955
-87.688,46.609
,
-80.935,35.966
-104.645,38.295
-120.599,46.567
-118.333,33.989
-88.737,34.252
-118.193,33.994
-81.377,28.52
-112.001,40.314
-85.821,37.095
-73.954,42.802
-88.096,30.706
-71.199,41.656
-122.661,45.639
-116.289,43.647
-93.954,38.999
-101.863,35.17
-116.961,32.662
-95.933,36.177
,
-112.546,46.007
-105.054,39.852
-84.689,41.64
,
-86.627,34.736
-121.333,38.634
-88.72,34.245
-73.866,40.817
-86.625,30.421
-81.082,32.283
-114.324,34.494
-71.917,42.922
-106.305,42.85
-81.473,35.429
-104.767,38.795
-86.721,33.534
-80.265,26.663
-90.096,34.962
-84.37,33.811
-96.198,29.917
-88.038,43.101
-90.008,38.547
-108.064,32.873
-74.164,40.911
-94.235,36.041
-95.9,29.693
-97.493,35.338
-82.347,27.888
-119.673,36.779
-82.71,27.86
,
-84.326,42.148
-73.084,41.693
,
-87.581,41.622
-93.896,42.058
-77.006,38.943
-83.316,32.334
-107.388,35.034
-75.466,39.009
-117.783,33.542
-157.842,21.303
-83.889,36.866
-92.099,32.446
-91.372,40.626
-89.356,43.071
-82.965,39.929
-105.594,39.09
-105.381,42.757
-82.216,35.178
-88.154,43.331
-84.821,34.179
,
-82.211,36.557
-91.818,30.022
-119.814,39.53
-117.974,33.87
-80.056,32.957
-121.807,37.368
-76.932,38.909
-96.423,32.475
-123.112,44.931
-117.141,33.512
-114.667,32.713
-91.14,30.468
-93.17,44.992
,
-118.188,33.971
-119.703,36.825
-87.033,32.411
-110.972,32.248
-94.731,34.036
-95.353,29.689
-121.461,38.605
-90.141,38.62
-83.347,42.239
-73.984,40.591
,
-149.814,61.218
-111.634,35.194
-74.428,41.428
-76.654,39.302
-80.277,34.922
-81.803,30.038
-74.36,39.57
-117.287,34.136
-87.723,43.732
-73.938,40.718
,
-95.95,36.175
-96.019,36.1
-120.438,34.935
-87.62,41.858
-154.958,19.616
,
-87.917,43.064
-117.689,34.033
-98.571,29.413
-117.048,33.729
-108.759,35.52
-86.113,39.765
-118.249,33.935
-89.592,45.171
-104.413,32.83
-90.175,29.999
-111.93,33.367
-111.883,33.582
-117.314,34.132
-107.799,48.461
-86.132,35.265
-119.745,39.551
-116.269,33.697
,
-110.969,32.178
-118.246,33.91
-118.193,34.053
-86.818,33.46
-77.512,36.516
-82.146,37.492
-120.424,46.447
-74.293,40.043
-76.814,39.37
