longitude,latitude
-81.2,33.862
-77.444,38.307
-118.316,34.111
-79.763,33.862
-95.375,45.889
-80.589,28.034
-115.499,42.971
-118.618,34.491
-112.024,41.121
-83.277,42.422
,
-77.57,38.91
-84.491,33.644
-116.982,32.866
-88.82,43.483
-84.51,39.102
-76.899,40.282
-85.841,38.198
-121.302,38.697
-81.274,36.155
-84.627,38.181
-81.262,34.203
-81.164,33.836
-118.215,34.038
-82.529,34.734
-122.261,47.466
-117.258,33.196
-91.317,30.262
-111.84,33.451
-94.964,35.914
-87.967,43.075
-112.152,33.495
-105.053,39.718
-122.08,37.636
-77.229,38.858
-88.258,35.035
-80.778,41.586
-81.586,36.027
-111.547,33.43
-121.252,37.987
-111.161,32.18
-118.281,33.945
,
-122.917,46.146
-118.983,35.35
-80.719,35.279
-121.32,38.713
-99.307,38.879
-117.028,32.956
-105.669,33.313
-99.902,31.969
-118.306,34.097
-112.039,33.48
-88.735,44.384
-119.882,39.616
-85.233,34.99
-116.216,33.726
-106.765,32.309
-84.551,39.397
-97.318,33.625
-96.88,32.75
-81.149,28.507
-86.437,35.488
-118.24,33.899
,
-105.077,40.599
-115.092,36.137
-112.183,33.482
-79.999,39.602
-104.995,39.717
-93.158,44.827
-78.592,35.78
-114.04,35.474
-117.306,34.129
-147.72,64.841
-82.364,27.934
-97.614,31.049
-122.312,47.019
-97.789,32.729
-105.019,39.663
-93.778,36.833
-83.741,41.69
-97.444,37.704
-118.243,33.963
-118.225,33.991
-105.952,32.885
-104.763,39.552
-88.088,42.349
-90.232,38.722
-74.436,39.356
-120.303,47.44
-88.732,37.151
-97.357,31.093
-118.155,33.787
-108.526,39.076
-96.632,32.343
-97.76,30.435
-95.947,41.206
-81.399,38.851
-112.074,33.448
-82.465,36.377
-112.162,33.484
-84.162,31.569
-80.819,28.585
-85.647,42.906
-81.906,28.053
-120.781,37.422
-90.158,35.156
-122.21,47.317
-80.127,26.245
-81.248,37.354
-105.103,40.116
-77.002,38.877
-122.009,37.292
-91.715,41.991
-117.311,34.072
-82.987,39.963
-112.03,33.424
-82.554,28.558
-97.834,30.228
-91.832,37.964
-73.191,44.492
-87.147,37.77
-95.958,36.206
-116.949,33.929
-75.217,39.957
-86.54,34.659
-81.961,35.364
-94.21,45.556
-81.563,41.042
-95.378,30.067
-111.094,39.321
-95.258,32.729
-88.087,35.84
-80.388,27.207
,
-86.765,36.211
-104.997,39.916
-96.163,41.002
-121.23,38.665
-76.764,39.368
-98.534,29.373
-72.356,43.384
-116.264,43.644
-92.532,34.742
-95.442,29.725
-93.213,44.79
-116.952,32.808
-112.099,33.675
-75.165,39.953
-83.266,30.871
-114.04,35.213
-95.126,31.055
-74.184,40.767
-82.216,35.113
-83.432,42.173
-74.184,40.767
-82.848,39.951
-81.86,38.535
-118.307,33.939
-118.25,34.0
-87.667,41.594
-70.934,42.46
-74.488,39.352
-82.329,27.861
-94.134,36.171
-84.426,46.004
-105.264,40.011
-80.006,33.082
-83.644,32.812
-85.13,41.128
-87.492,34.859
-92.517,31.34
-92.57,34.582
-122.296,47.343
-96.23,35.174
-120.968,37.665
-85.091,41.073
-76.132,43.045
-111.961,33.668
-79.057,34.62
-117.795,33.684
-102.033,32.011
-82.907,40.417
,
-122.028,37.972
-90.973,30.454
-71.005,42.389
-83.494,38.226
-115.14,36.17
-122.226,47.384
-123.384,42.416
-94.169,30.117
-96.821,32.711
-122.485,37.739
-85.101,32.479
-97.789,30.198
-122.046,36.954
-80.294,25.939
-92.601,34.592
-74.232,39.971
-86.453,42.102
-73.854,40.819
-95.787,36.1
-84.266,38.197
-81.407,41.64
-96.877,32.741
-115.028,36.044
-81.583,30.467
-122.131,47.259
-95.928,36.16
-86.565,33.357
-117.289,33.649
-91.835,43.786
-85.584,37.021
-104.794,38.837
-90.229,38.673
-92.265,34.741
-75.821,39.599
-75.821,39.599
-121.293,38.889
-96.919,32.984
-95.944,36.753
-108.552,45.752
-98.44,29.493
-82.897,34.233
-96.008,45.818
-121.355,38.659
-81.767,41.326
-71.068,42.344
-114.038,35.239
-97.393,27.794
,
-118.316,33.819
-118.569,34.241
-84.425,39.852
-119.761,39.161
-90.756,29.574
-111.922,40.589
-80.458,35.668
-77.661,39.938
-83.963,33.791
-116.546,33.818
,
-82.725,27.818
,
-81.353,38.451
-124.348,48.057
-94.956,32.543
-81.828,33.462
-74.981,39.254
-85.004,32.504
-81.7,37.474
-117.903,33.727
-86.481,36.969
-75.145,39.999
-104.965,39.78
-80.804,41.857
-117.913,34.128
-99.318,38.887
-109.983,34.16
-100.443,31.462
-81.902,28.077
-108.558,39.064
-116.233,43.615
-108.143,38.468
-84.439,33.68
-149.879,61.218
-110.969,31.972
-117.106,32.75
-97.53,35.377
-76.455,41.004
-117.163,33.527
-76.723,39.954
-95.136,29.544
-118.033,33.975
-122.353,40.571
-81.742,31.708
-87.674,41.769
-86.642,30.43
-80.365,27.311
-111.759,32.882
-117.907,33.852
-97.958,35.026
-73.906,40.667
-121.791,36.971
-98.598,29.51
-94.594,39.179
-90.299,38.607
-120.458,34.654
-117.977,33.909
,
-78.89,35.973
-74.228,40.739
-82.692,27.818
-87.666,41.776
-88.834,35.637
-87.716,41.874
-89.266,31.278
-110.973,32.201
-112.44,33.608
-70.57,43.948
-87.741,41.878
-91.086,30.395
-94.838,38.886
-83.01,39.998
-118.266,34.023
-81.307,35.743
-70.955,42.456
-95.206,29.534
-86.398,39.78
-82.647,34.343
-94.526,39.103
-122.419,47.21
-110.943,32.169
-93.082,35.365
-85.358,38.221
,
-106.741,32.287
-90.161,29.985
-81.393,41.263
-85.96,41.668
-97.909,38.093
-81.306,28.948
-122.511,45.522
-81.906,28.861
-95.396,29.94
,
-80.502,40.31
-78.987,35.089
-96.624,33.098
-155.044,19.639
-78.076,34.262
-75.225,40.709
,
-86.127,39.6
,
-99.468,27.47
-114.593,35.109
-98.579,37.292
-97.592,40.882
-119.09,35.301
-83.91,32.682
-75.079,40.042
-76.657,39.312
-84.283,33.386
-117.976,33.979
,
-89.749,35.319
-118.163,34.022
-122.214,47.966
-118.309,33.985
-122.713,45.83
-96.045,36.147
-81.404,35.843
-116.954,33.731
-98.196,26.211
-115.535,32.983
,
-99.177,35.361
-86.621,41.257
-119.825,39.528
-94.164,36.054
-121.265,37.974
-120.371,36.145
-76.937,38.867
-82.77,28.066
-118.035,34.075
-121.314,44.057
-81.568,28.006
-86.019,34.022
-118.064,34.018
-76.963,38.931
-122.798,45.402
-91.69,35.719
-81.925,30.048
-121.018,39.183
-95.367,29.543
-87.806,41.849
-98.303,28.749
-86.916,35.709
-76.029,39.212
-80.356,25.605
-87.281,30.436
-112.057,33.553
-80.252,26.709
,
-93.947,44.177
-84.515,39.233
-87.978,41.856
-84.519,34.101
-95.428,29.603
-96.664,33.092
-93.275,37.222
-95.0,32.635
-73.897,40.643
-73.961,40.68
-117.737,34.069
-84.591,37.602
-86.468,38.341
-119.395,36.555
-85.84,35.24
-80.499,41.248
-81.146,37.329
-94.847,36.751
-76.777,39.196
-105.008,39.892
-94.357,39.051
-106.604,35.124
-84.06,34.236
-112.134,33.568
-90.25,38.656
-118.263,34.042
-88.343,35.522
-92.986,43.659
-117.283,33.682
-75.086,39.946
-82.141,29.176
-93.78,46.201
-80.673,37.293
-157.938,21.67
-97.806,30.445
-73.762,40.674
-117.909,34.154
-87.709,41.88
-118.121,33.775
-117.434,47.651
-84.61,33.49
-88.876,36.503
-77.405,38.949
-85.133,35.231
-116.081,34.135
-94.57,36.109
-96.764,32.793
-118.261,34.03
-87.328,41.542
-97.033,47.925
-121.635,36.679
-77.402,38.18
-101.603,35.64
-90.299,38.797
-82.341,29.612
-91.05,33.384
-115.328,35.778
-69.395,44.107
-79.91,40.459
-118.219,33.828
-122.258,38.113
-81.663,32.38
-89.662,39.808
-75.564,39.756
-90.243,29.972
-120.639,35.447
-94.423,39.114
-89.974,30.05
-118.989,35.381
-106.759,32.295
-85.57,43.166
-116.42,43.492
-76.301,40.034
,
-89.997,34.99
-90.644,44.218
-80.74,35.203
-76.52,39.353
-84.498,33.792
-82.91,39.852
-118.155,34.095
-102.88,30.893
-122.296,47.408
-91.508,44.789
-111.563,33.422
-72.217,41.429
-117.871,33.742
-95.899,34.723
-122.311,47.829
-119.768,36.773
-120.977,37.693
-118.329,34.098
-97.132,32.757
-117.226,34.136
-88.521,42.643
-81.78,30.13
-98.527,33.887
-120.202,39.2
,
-81.365,35.749
,
-80.034,39.334
-87.805,41.876
-96.938,32.864
-94.569,38.983
-81.416,28.971
-83.771,31.082
-121.994,37.541
-84.28,39.86
-104.639,38.251
-81.677,30.343
-104.911,39.804
-118.455,34.027
-87.217,35.519
-76.647,39.287
-80.744,41.237
-84.259,37.674
-85.807,34.695
-85.013,39.428
-98.246,35.082
-87.64,41.879
-122.578,45.536
-108.136,35.68
-80.916,41.804
-122.088,47.979
-122.613,45.652
-86.76,36.168
-69.666,44.416
-69.666,44.416
-97.66,35.508
-79.867,36.037
-75.229,39.419
-87.689,41.952
-82.372,34.801
-157.94,21.387
-94.507,38.918
-85.78,38.2
-96.356,32.739
-78.906,36.022
-119.752,34.449
-84.16,35.899
-114.496,34.767
-83.129,42.377
-83.075,39.947
-87.528,38.652
-85.794,39.498
-78.878,36.027
-89.575,37.316
-121.013,37.32
-73.876,40.673
-98.532,29.366
-118.297,33.903
,
-96.997,32.717
-95.869,36.015
,
-122.154,37.755
-70.28,43.653
-79.219,36.132
-81.387,41.16
-73.92,40.702
,
-110.959,32.074
-94.836,39.765
-82.336,28.504
-122.852,45.505
-90.232,38.583
-112.026,41.184
-111.973,41.225
-104.776,38.854
-95.493,30.245
-81.055,37.361
-97.816,30.197
-95.161,29.69
-96.704,36.573
-82.985,39.932
-119.816,39.528
-76.984,38.902
-75.914,40.331
-83.99,37.091
-95.436,29.051
-121.258,38.827
-84.806,32.049
-82.292,26.94
-121.115,37.739
-112.985,40.736
,
-81.543,35.27
-89.865,45.12
-95.538,29.651
-81.411,28.489
-90.7,29.586
-94.728,31.356
-89.643,44.917
-117.143,33.135
-112.069,33.451
-119.789,39.497
-74.165,40.901
-104.99,39.664
-119.763,36.232
-97.496,35.432
-82.181,34.731
-116.814,33.926
-118.257,34.041
-81.787,41.161
-118.365,33.987
-79.998,40.259
-117.331,33.892
-80.833,35.26
-118.003,33.701
-121.963,37.362
-117.034,33.145
-97.003,32.427
-91.009,30.44
-122.475,48.751
-117.853,33.809
-81.531,41.6
-122.275,38.285
-76.727,39.322
-74.212,39.957
-122.364,47.239
-105.042,39.9
-85.892,30.225
-122.065,37.661
-93.067,44.961
-112.117,33.784
-83.006,42.5
-87.934,43.106
-81.16,28.882
-89.161,35.797
-78.875,35.066
-68.035,46.699
-89.728,35.212
-121.845,39.725
-97.309,37.624
-116.196,43.639
-85.154,34.051
-90.298,38.543
-80.421,27.675
-80.602,28.392
-81.3,29.057
-116.443,33.925
-83.663,37.472
-92.356,30.209
-89.577,44.913
-122.31,47.393
-92.239,34.318
-112.198,33.452
-76.646,39.302
-122.281,40.328
-98.979,32.375
-118.211,34.044
-122.29,40.45
-92.268,34.748
-149.45,61.581
-80.083,26.461
-86.793,35.429
-88.435,33.503
-77.205,39.17
-86.638,40.466
-86.329,44.245
-85.232,35.021
-90.014,42.35
-97.052,34.872
-75.567,39.678
-85.146,37.964
-96.296,33.523
-74.492,40.309
-87.292,30.558
-91.84,30.012
-82.786,34.663
-119.005,35.276
-95.398,29.896
-122.316,38.311
-85.816,41.576
-92.395,34.744
-82.947,40.115
-81.051,41.833
-82.568,27.439
,
-74.202,40.716
-102.177,43.425
-91.539,44.825
-119.071,34.349
-117.611,34.078
-81.71,41.454
-95.45,29.862
-118.247,33.954
-112.341,33.461
-97.151,37.321
-72.614,41.999
-122.355,47.084
-100.89,46.827
-74.154,40.923
-90.153,35.154
-117.948,33.626
-80.801,41.56
-119.772,36.801
-93.037,45.041
,
-79.258,38.496
-75.545,39.872
-97.372,35.74
-122.337,47.604
-81.082,32.294
-112.171,33.538
-112.172,33.553
-98.527,29.429
-122.623,45.359
-121.634,39.13
-87.212,41.571
-84.511,39.373
-112.478,34.527
-76.585,39.754
-95.645,29.878
-123.395,42.696
,
-74.209,40.744
-97.25,32.74
-118.118,33.91
-83.783,32.803
-77.566,40.611
-82.964,39.935
-81.649,30.356
-75.716,39.45
-103.244,44.105
-84.467,33.752
-123.989,41.364
-96.615,32.712
,
-76.434,37.002
-105.889,35.519
-94.599,33.729
-117.203,32.872
-83.187,42.358
-95.463,30.34
-97.651,30.372
-96.977,32.8
-121.804,37.355
-121.894,37.302
-85.636,42.934
-84.56,33.405
-122.408,37.784
-95.739,29.804
-117.226,32.957
-85.01,32.471
-78.904,42.944
-115.06,36.2
-97.739,30.267
-121.287,38.59
-118.305,34.275
-73.199,41.175
-81.519,30.322
-105.004,39.943
-81.34,33.839
-83.173,41.091
-83.755,42.536
-122.569,45.468
-90.257,38.566
-116.84,32.956
-97.1,32.738
-108.504,45.782
-122.276,37.779
-80.102,26.926
-75.219,39.942
-87.99,43.01
-92.339,38.945
-114.053,35.189
-80.779,37.041
-112.076,33.462
-77.44,37.472
-82.301,36.298
-118.165,33.874
-117.269,32.977
-96.493,35.153
-77.006,38.822
-111.926,33.393
-117.842,33.742
-111.541,45.904
-77.107,38.876
-75.201,40.809
-69.808,44.482
-121.85,37.663
-88.414,44.262
-75.501,40.606
-93.699,31.781
-81.418,28.45
-115.673,43.131
-116.052,36.222
-122.467,37.647
-83.89,35.881
-112.152,33.553
-81.385,40.822
-118.233,34.049
,
,
-90.294,38.561
-110.956,32.149
-84.51,36.513
-84.622,33.796
-80.141,25.775
-78.844,35.8
-121.888,37.339
-70.527,43.473
-121.956,38.368
-78.109,39.39
-117.371,34.427
-104.896,39.578
-115.038,36.191
-81.51,30.626
-85.281,31.573
-89.259,31.357
-95.861,36.151
-87.624,41.76
-99.483,27.545
-112.29,33.479
-81.777,30.522
-116.512,32.68
-85.451,37.806
-80.313,25.809
-81.465,27.872
-97.243,29.458
-68.801,44.72
-122.486,45.676
-119.809,36.786
-89.528,36.585
-76.511,39.243
-81.49,35.819
-118.099,33.81
-117.681,35.615
-105.124,40.399
-94.515,35.421
-75.119,40.013
-87.821,41.82
-80.328,25.744
-95.993,36.22
-122.224,47.288
-92.079,41.515
-99.712,32.431
-87.874,43.061
-96.795,33.06
-83.823,36.789
-91.901,30.114
-119.615,36.584
-90.319,39.12
,
-91.152,30.44
-90.216,38.596
,
-89.365,35.237
-122.33,47.481
-71.021,42.872
-89.624,34.141
-117.352,34.095
-120.058,36.978
-89.624,34.141
-121.824,38.003
-118.128,33.98
-103.219,44.129
-122.262,47.678
-88.256,43.03
-147.76,64.833
-96.642,32.746
-118.205,33.963
-86.832,35.858
-84.517,39.449
-97.303,38.377
-115.271,36.159
-122.559,47.566
-95.015,33.989
-118.112,34.582
-118.346,34.105
-112.022,33.45
-124.101,43.975
-88.31,31.22
-95.851,36.155
-122.209,47.383
-80.042,32.955
-97.516,35.45
-111.991,33.756
-115.235,36.194
-105.672,35.492
-101.806,35.203
-118.263,34.059
-86.802,36.142
-86.179,39.799
-118.322,34.19
-84.504,33.935
-81.264,28.911
-104.992,39.697
-105.03,40.588
-105.035,39.82
-112.234,33.538
-87.734,41.851
-105.087,40.567
-76.202,36.93
-117.371,47.601
-86.027,39.966
-122.948,45.533
-83.582,32.542
-105.008,39.852
-106.722,35.053
-84.191,39.891
-111.9,40.922
-90.014,38.517
-119.353,46.266
-108.831,37.55
-121.788,38.009
,
-93.601,41.608
-90.23,38.23
-94.804,35.449
-117.253,33.2
-69.787,44.791
-82.105,28.008
-92.407,30.593
-84.477,33.901
-86.612,34.712
,
,
-81.531,29.448
-78.367,35.236
-81.364,40.956
,
-87.752,41.933
-81.569,41.122
-77.206,39.34
,
,
-115.229,36.235
-90.429,36.783
-94.91,39.302
-114.223,35.222
-97.567,35.442
-79.252,34.348
-120.619,35.124
-111.223,32.091
-82.182,28.195
,
-118.428,34.259
-93.318,44.851
-117.273,33.936
-97.169,32.718
-76.315,36.944
-106.763,32.304
-78.098,38.522
-98.54,29.41
-86.613,33.705
-123.018,44.068
-109.292,34.123
-121.264,38.65
-105.951,35.649
-84.006,43.403
-94.343,36.869
-90.26,38.701
-117.876,33.769
-98.339,26.22
-112.455,34.773
-72.025,42.289
-91.523,44.844
-90.007,34.946
-121.837,39.728
-90.336,38.511
-77.442,37.542
-81.771,30.273
-112.299,33.493
-90.199,35.226
-112.135,33.684
-98.606,29.466
-80.45,27.615
-84.198,39.812
-120.131,36.013
-120.325,47.436
-120.258,37.119
-118.333,34.102
,
-117.317,34.021
-106.665,34.992
-73.923,42.888
-94.552,39.046
-116.762,43.435
-117.571,33.902
-73.963,40.634
-88.56,44.012
-106.615,35.109
-120.82,37.053
-97.174,31.573
,
-80.674,36.492
-121.263,39.362
-115.195,36.105
-93.329,32.002
-122.324,37.988
-84.256,33.761
-80.294,39.496
-84.107,40.762
-87.401,41.583
-78.97,33.63
-119.703,39.666
-117.163,32.726
-88.594,32.283
-82.502,42.704
-79.065,41.749
-82.234,39.577
-122.742,38.459
-87.434,35.97
-94.553,39.063
-74.035,40.779
-97.339,37.706
-94.476,39.089
-96.86,39.019
-87.587,41.659
-122.202,47.39
-87.518,41.472
-118.502,34.062
-95.135,29.791
-75.163,39.91
-122.355,47.084
-83.446,34.596
-91.237,43.8
-83.251,35.857
-111.888,40.747
-119.138,46.212
-104.771,38.836
-81.736,30.221
-83.979,30.826
-118.253,33.929
-121.79,37.698
-86.181,31.759
-112.029,33.459
-74.191,40.818
-79.757,39.821
-81.731,30.238
-86.824,33.449
-93.108,36.23
-74.098,40.067
-119.794,36.923
-81.842,35.665
-104.802,37.956
-87.664,44.364
-80.614,40.36
-89.309,43.532
-90.268,38.663
-106.703,35.203
-120.422,34.895
-118.527,34.171
-121.778,39.646
-94.806,38.882
-83.34,42.68
-117.016,32.725
-74.23,40.772
-81.731,30.342
-80.277,26.169
-83.068,33.716
-91.988,34.25
-108.156,36.761
-84.121,39.716
-83.865,38.248
-73.396,41.583
-97.323,38.047
-87.569,37.974
-85.762,33.775
-92.786,32.534
-97.249,32.862
-80.223,25.837
-121.383,38.611
-119.021,35.311
-81.912,26.431
-73.181,43.552
-90.931,43.029
-73.259,42.438
-116.957,33.921
-87.961,43.097
-122.965,46.151
-81.45,41.197
-78.907,33.668
-83.585,41.69
-84.957,32.422
-95.427,29.982
-87.552,35.548
-80.428,25.707
-80.788,35.279
-118.247,34.05
-73.834,40.888
-121.47,38.528
-101.882,35.222
-93.928,36.929
-124.087,40.869
-112.302,33.6
-80.861,35.407
-122.479,47.206
-96.726,33.056
-87.756,41.919
-111.254,47.515
-85.193,35.187
-117.977,34.063
-114.229,33.662
,
-77.662,38.81
,
-121.842,37.39
,
-122.643,48.293
-80.404,39.201
-118.213,34.029
-85.557,33.915
-80.569,35.014
-81.118,36.637
-92.505,32.801
-95.073,29.67
-117.045,32.616
-97.506,35.408
-89.636,40.724
-86.615,34.803
-95.875,34.03
-122.402,47.186
-105.109,39.569
-96.463,32.927
-117.298,33.179
-118.024,33.73
-104.911,39.857
-111.85,33.393
,
-82.416,28.517
-122.413,37.796
-85.372,39.916
-82.566,27.536
-115.167,36.16
-87.094,35.994
-123.125,44.093
-116.841,48.476
-122.297,37.84
-82.478,28.44
-84.285,33.273
-111.877,40.763
-95.655,39.052
-85.921,39.209
-81.669,29.648
-80.327,25.894
-91.107,40.805
-80.291,40.194
-149.437,60.126
-105.077,40.611
-90.311,38.569
-79.019,34.898
-92.197,32.45
-92.175,38.571
,
-77.269,42.876
-83.977,30.886
-111.831,33.415
-84.774,33.862
-100.89,38.063
-93.056,44.964
-86.577,33.535
-97.699,26.193
-105.175,39.776
-79.752,40.089
-80.24,25.794
-117.938,34.143
-81.332,28.514
-81.63,38.349
-82.046,36.628
-111.849,33.379
-118.443,34.287
-85.705,38.158
-80.132,25.783
-109.975,34.155
-123.161,46.827
-88.953,30.438
-111.098,32.35
-104.703,37.126
-86.829,33.445
-111.614,35.2
-84.809,36.781
-78.455,38.024
-118.338,33.823
-121.536,39.077
-76.558,39.357
-82.245,34.753
-111.199,32.345
-120.583,37.356
-95.241,30.043
-76.393,36.995
-110.825,32.251
-82.748,27.957
-81.333,35.241
-97.418,27.802
-86.7,33.596
-84.251,39.698
-95.302,29.849
-94.605,35.402
-123.016,38.799
,
-121.012,37.601
-119.771,39.548
-94.848,39.747
,
-121.276,38.146
-85.219,38.191
-100.682,46.171
-76.019,41.221
-95.565,29.704
-82.699,27.75
-81.623,41.536
-87.869,30.524
-80.079,42.136
-76.747,42.148
-80.486,27.024
-104.722,40.434
,
-123.609,45.059
-89.924,34.515
-104.838,39.58
-85.37,39.929
-75.386,40.089
-122.313,47.319
-122.017,37.397
-117.343,33.938
-85.341,36.411
-97.176,32.661
-106.845,32.285
-85.843,33.685
-82.847,37.358
-121.45,38.632
-81.965,28.089
-83.307,42.279
-81.023,29.12
-106.448,31.808
-91.631,35.771
-86.055,33.732
-93.485,35.47
-88.407,33.496
-104.776,39.522
-108.58,45.754
-86.757,39.358
-119.021,35.325
-88.705,32.395
-105.647,33.367
-89.025,42.264
-79.144,37.391
-117.021,34.897
-84.48,33.972
-115.252,36.115
-84.369,33.622
-84.12,36.113
-79.931,37.298
-90.65,46.597
-80.499,35.666
-71.419,41.825
-89.124,32.868
-82.727,38.518
-82.727,38.518
-90.994,29.687
-112.078,33.463
-93.344,45.05
-104.995,39.748
-90.546,32.372
-106.611,35.199
-94.206,42.726
-115.146,36.007
-89.782,30.421
-71.146,41.71
-73.892,40.847
-91.136,30.501
-112.21,33.495
-121.308,38.029
-97.541,35.444
-149.9,61.218
-118.457,34.201
-90.194,32.345
-76.802,42.102
-95.754,29.637
-106.708,35.097
-106.708,35.097
-92.157,32.503
-77.058,38.747
-81.62,38.369
-88.102,30.735
-108.513,45.763
-86.545,36.831
-120.449,34.65
-82.425,34.871
-90.57,41.532
-89.14,30.451
-121.765,42.221
-92.411,37.649
-90.212,38.677
-86.271,33.568
-86.165,42.718
-98.099,29.997
-114.668,32.702
-105.663,36.145
-119.79,36.286
-86.527,34.769
-117.864,34.093
-120.742,46.702
-118.223,33.951
,
-119.813,39.522
-117.368,47.708
,
-87.616,41.784
-82.438,35.349
-118.407,34.198
-81.186,35.033
-122.388,37.719
-117.36,34.078
-104.822,38.813
-94.959,29.37
-83.791,33.391
-73.92,40.808
-79.997,36.791
-80.197,26.152
-80.276,26.245
-104.768,41.161
-87.749,45.054
-104.966,39.854
,
-110.88,32.237
-122.326,40.567
-75.558,39.163
-91.969,35.331
-117.248,32.731
-97.424,35.406
-88.09,30.638
-118.072,33.861
-122.253,47.68
-111.221,47.517
-81.237,32.241
-104.968,39.888
-88.086,34.183
-72.761,41.673
-85.802,35.599
-79.422,37.796
-73.871,40.907
-75.652,39.73
-84.762,35.28
-122.643,47.584
-80.01,38.559
-83.199,42.459
-91.78,35.162
-96.872,33.101
-122.194,47.709
-84.245,39.593
-149.885,61.203
-108.172,36.719
-117.295,33.192
-98.257,29.552
-98.257,29.552
-104.803,40.378
-76.864,40.265
-92.465,47.49
-112.433,42.883
-118.589,34.217
-72.051,43.647
-97.949,26.112
-147.716,64.838
-112.048,33.476
-95.967,36.148
-120.51,46.574
-122.341,45.429
-120.507,46.603
-119.327,36.2
-104.441,33.453
-86.014,39.843
-116.481,33.951
-96.889,32.924
,
-117.428,47.669
-75.15,40.052
-97.353,37.673
-77.356,37.352
-76.844,39.985
-86.8,33.521
-85.979,41.67
-84.958,32.444
-122.226,37.487
,
-118.567,34.196
-104.961,39.566
-119.241,35.787
-85.312,34.939
,
-80.911,28.944
-100.011,29.67
-93.835,35.49
-94.51,37.101
-122.296,37.806
-116.224,43.62
-88.92,45.546
-93.278,37.154
-82.854,39.958
-118.143,33.803
-106.545,35.078
-92.266,34.806
-97.125,35.377
-97.641,30.504
-90.824,43.942
-81.824,26.473
-76.751,40.002
-86.66,33.637
-106.733,34.806
-80.201,26.13
-120.431,34.955
-79.365,36.587
-122.436,47.204
-111.761,34.87
-90.009,34.963
-82.752,36.579
-118.274,33.975
-94.568,39.017
-94.57,39.016
-121.745,37.22
-118.043,34.565
-97.329,32.734
-81.171,33.808
,
-115.763,40.832
-121.894,38.005
-86.398,36.705
-122.856,45.381
-82.858,39.929
-122.336,47.109
,
-80.876,35.398
-118.195,34.084
-123.13,44.124
-72.584,44.264
-97.154,32.828
-114.654,42.931
-104.987,39.833
-95.805,36.038
-92.549,42.949
-90.024,35.17
-87.786,42.716
,
,
-76.862,40.265
-87.258,38.039
-94.447,43.647
-84.333,33.933
-81.656,27.839
-94.647,32.555
-94.694,38.857
-80.705,28.31
-122.162,47.978
-85.19,42.308
-96.989,32.851
-94.789,35.463
-75.039,39.405
-104.866,39.694
-96.01,36.176
-124.201,41.778
-81.072,31.997
-95.058,29.495
-82.568,27.429
-112.034,43.488
-119.761,39.545
-84.826,43.588
-78.368,39.647
-95.293,29.828
-98.492,29.521
-84.03,34.106
-115.122,36.0
-89.669,41.787
-90.127,38.89
,
-90.153,32.384
-98.5,29.565
-84.075,37.118
-76.669,39.278
-84.275,33.878
-95.486,30.309
-73.887,40.847
,
-97.105,35.24
-94.628,43.981
-105.074,39.85
-82.964,39.054
-76.859,40.249
-89.617,40.675
-97.205,35.319
-95.459,29.723
-85.637,38.189
-83.389,34.88
-111.893,46.599
,
-80.91,35.246
-99.987,32.044
-84.419,33.682
-71.106,42.559
-89.091,30.384
-118.296,33.939
-122.857,39.124
-104.75,38.847
-81.318,29.906
-105.017,39.684
-117.707,33.598
-118.159,34.033
-80.068,26.587
-121.805,37.967
-80.518,27.907
-84.11,33.333
-84.395,33.731
-111.657,35.198
-83.089,39.952
-104.798,39.628
-114.014,35.225
-82.439,28.045
-72.878,44.373
-79.888,40.455
,
-80.415,25.515
-122.258,38.104
-104.935,39.676
,
-97.316,32.899
-87.349,41.486
-86.128,40.489
-94.494,38.798
-88.173,30.719
-111.792,33.411
-108.901,37.323
-78.401,36.309
-80.612,28.352
-81.657,38.53
-78.038,39.366
,
-106.764,32.309
-95.673,36.154
-98.133,29.573
-122.291,47.672
-97.736,30.197
-97.096,33.196
-76.993,38.756
-86.33,32.366
-98.991,46.939
-90.206,32.302
-102.07,36.334
-82.713,36.571
-112.272,33.406
-77.33,38.584
-87.501,37.955
,
-97.558,35.61
-106.276,42.836
-118.316,33.945
-82.803,40.946
-111.705,33.369
-96.301,39.206
-90.208,38.752
-118.457,34.235
-96.656,32.738
-81.198,34.717
-116.786,47.696
-81.379,28.54
,
-77.522,37.608
-110.983,32.177
-74.841,40.137
-112.152,33.567
-111.636,33.379
-117.85,33.708
-111.886,33.577
-95.052,33.614
-111.065,32.125
-93.754,38.831
-89.039,30.4
-75.112,40.08
-116.572,48.264
-85.009,33.715
-81.95,28.039
-87.861,30.421
-94.492,39.036
,
-108.188,36.725
-85.795,41.0
-87.385,39.45
-104.594,38.276
-122.418,37.759
-93.955,31.639
-93.78,38.368
-118.195,33.767
-98.669,29.669
-97.688,30.272
-111.676,40.057
-75.654,40.246
,
-117.5,34.0
-82.765,28.15
-112.164,33.487
-97.14,32.652
-122.926,45.505
-117.445,34.119
-122.274,37.831
-104.246,34.472
-102.077,31.93
-88.283,42.066
-84.366,42.254
-80.354,35.812
-96.918,46.866
-104.822,38.809
-73.707,40.79
-119.337,36.217
-111.886,40.589
-123.011,45.002
-91.127,30.453
,
-111.721,32.942
-87.27,36.571
-82.46,36.302
-122.375,47.028
-82.354,35.933
-95.522,30.033
-116.973,33.22
-96.768,32.606
-121.475,38.487
-118.047,34.033
-87.095,37.68
-92.369,36.158
